Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
The tower has been through various restaurants during its history.  Since none of them were well regarded I never felt the desire to visit. My dining experience last night does not leave me with any desire to return. The food was mediocre and certainly not worth the inflated prices. I saw a neighboring table receive a salad that looked a little old. My partner ordered the prime rib and it was flavorless and the first time out was overcooked. The second offering was tough to cut and chew.  Obviously what they are selling is the view and less care it taken with the food.  The ladies room has only two stalls and feels hot and humid in there. The elevators do not have a/c making for an unpleasant ride when it's 90 degrees outside. Visiting the observation deck is a plus and the historical photos on display are very interesting.,Bad,Good,
"My wife went to the Chart House Restaurant on vacation recently and were warned it was average in advance. The restaurant sits atop a ""revolving"" tower restaurant, (similar to Dallas, Kansas City Etc.) a relic from the 1968 World's Fair. Reservations were easy, same day and we arrived prior to our reservation time, parking is $8.00 and the parking lot (though probably not the fault of the restaurant) is poorly lit and they do not validate (that was not expected anyway). When we arrived the downstairs hostess was disinterested at best and I felt more like I was being questioned by TSA, than by a fine restaurant host. We waited for the elevator for about 5 minutes and were scolded for not standing at the elevator by the attendant, when the elevator arrived. Once we arrived, we were seated pretty quick by a very friendly upstairs hostess. The server was very friendly and gregarious, but her knowledge of the menu lacking and her descriptions of the items, were amateur, apparently not trained well or did not listen to the training. The view was fabulous and so was the appearance of the restaurant and the table. Many of the support staff and gratefully other waiter, were attentive to the lack of water and drink refills. We ordered the humus trio, and it was excellent, I had a lobster soup and my wife had the chopped salad, both more the adequate.  My wife's beef medallions were find and so was her vegetables. Here grilled shrimp smelled (not the way it should). My salmon was horrible, the crab cake was frozen, but my shrimp scampi was excellent, but the starch was cold as well. We ordered the souffle (which was actually good), but the chocolate sauce was nothing to write home about.  I know at a restaurant like this, your going to over pay, our meal was about $125.00 for two, with one drink each, but I would have paid more, for better service and better food. I clearly did not eat the salmon or the crab cake (or potato for that matter) and the server never even asked why? I recommend this place for the view, it is a short walk from the Riverwalk, but go for drinks, apps and souffle, don't waste your money on anything else.",,Good,
"These types of restaurants are always very nice.  Great view, great atmosphere and grossly overpriced.  We went for my mother's birthday at my brother's suggestion.  They treated us well and our server was awesome.  The prices are crazy - you are definitely paying for the ambiance here.  Both my husband and I got the clam chowder and chopped spinach salad.  Both were delicious.  My mom ordered the caesar salad and said it was way too salty.  Go for the views but be prepared to pay.",,Good,Good
"The view was amazing and why I gave 3 stars as the food was just mediocre if not terrible (i.e. the soufflé).  But the worst was our experience dealing with the girl on the phone while trying to make a reservation.  We couldn't get her to take a reservation for seating next to the window.  First she said twice, like a broken record and that's all she knew, that all seating has a window view when I tried to explain we wanted to be next to the window.  Finally, I said we want to be 'RIGHT ON THE GLASS', which she couldn't spin, so she said that seating was 'NOT GUARANTEED', whatever that meant, clearly another spin.  Fine, I thought, I'll handle it when I get there. 


Then, before dinner that evening we took a trolley ride where the driver was talking about the tower chart house indicating that if one wanted to sit next to a window they should make sure to get their hotel's concierge to make the reservation so it would be guaranteed.  Oh really?


So when we got there, just before 6 pm last Thursday night, I asked for seating on the glass (so there would be no confusion) and was given spin #2 again, that it was not guaranteed when we made our reservation.  Another little b*tc*h to deal with, great.  Thanks Chart House.  The restaurant was practically empty and I pointed this out to her and that their no guarantee on seating policy made it perfect for us earlybirds to get one of the many tables open on the glass.  The girl paused like she was thinking if there was another spin she could use, but couldn't come up with anything, so she went to her little computer area and rewrote something and sent us to a different table, ON THE GLASS.


So not necessary, all it did was sour what should have been a lovely evening.  Chart House - Please change your policies and stop making your hostesses into liars before you ruin anyone else's dinner.",Bad,Good,Bad
"This is an experience restaurant..While in San Antonio it is a must to visit the tower.  Enjoyed our meal and view from the revolving restaurant floor.  We visited the bar before dinner and if were to visit here again would probably just go for the happy hour drinks and appetizers, both were reasonably priced.",Good,Good,
"Granted we did not make reservations.  We arrived at 1pm and put in our name for a table.  We were told 45 minute wait.  One hour later we checked from the lounge and they suggested we go down one floor to restaurant.  The hostess suggested we wait in their waiting area, no time frame was given.  90% of the tables were clean and empty.  We were the only people waiting.  The hostess said they only had three wait staff and they could not handle more than five tables each.  Several employees were standing around acting like they had no work or a promise of a customer.  After being told it would be at least 15-30 minutes longer, AND, after a departing party of three ladies told us they had waited for ever for salads only, we made the decision to leave and walk over to the river walk for a great dining experience.  My advice, go to the observation deck.  Do not waste your time with the non managed Chart House Restaurant!",,,Bad
"We went up to the bar with our small children for happy hour to have an early dinner, after having been informed that the Bar is family friendly. It was a way of getting something to eat and seeing the view.


What we noticed first was that about 3/4 of the bar seating area was cordoned off for pre-booked events, leaving only about tables for everyone else to fight over. One of the cordoned off areas only began to be used as we were leaving. The other one was vacated halfway through out time there, but still regular visitors were not allowed to use it. A Shame.


 When we eventually managed to sit down with our very hungry toddlers, we ordered the happy hour menu - $4 for small sharing plates (the restaurant menu and bar menu outside of happy hour was considerably more). The food arrived and was very tasty. It's a shame we spent the bulk of our time there trying to keep our children away from the long drops over the mezzanine balcony, and avoiding the steep stairs to the restaurant area. 


Good, but not family friendly at all.",Good,Bad,
"Chart House atop the Tower of the Americas is a restaurant that revolves providing a view of the entire San Antonio area about once per hour.  We arrived just before sunset but were seated on the north side of the restaurant and failed to reach West before sunset had completed.  The view of the city by day is rather unimpressive but when darkness falls and the lights come out the view is spectacular.  We began our dinner with drinks and a decent fried ""calamari and friends"" appetizer recommended by our waiter.  The calamari were joined by slices of fried vegetables and a few slices of jalapeno peppers with a citrus sweet-sour type sauce and a thick tomato marinara for dipping.  The sauces were quite small and insufficient for the amount of appetizer provided.  A container of bread followed.  It consisted of one piece of dark bread and one of cornbread, not really enough for two people to each have a choice. For an entree my guest had the Jumbo Lump Crab Cakes which were delicious.  I had the New Wave Surf and Turf which consisted of short rib meat with a Cabernet demi-glace and two seared scallops with ginger soy sauce. That entree was delicious as well.  Midway through my entree I discovered what I initially thought was a large piece of onion skin in my mashed potatoes. Closer examination showed that it was instead a portion of plastic piping bag used to pipe mashed potatoes onto the plate.  I pointed it out to the waiter but did not plan to make an issue of the discovery.  He, however, rushed to find the manager who came to the table and apologized profusely offering us a complimentary dessert which we accepted.  We chose the Chart House Grand Marnier Soufflé with Crème Anglaise.  We understood that the dessert would require 30 minutes to prepare and asked for coffee while waiting.  The waiter refilled our cups a couple of times while we waited.   Time passed and the restaurant made another revolution.  Eventually more than 30 minutes had passed and the coffee had grown cold.  We asked the waiter to check on the Soufflé but he simply said ""it takes 30 minutes"" yet no dessert appeared.  Finally, after waiting close to an hour from the time the manager promised the complimentary dessert,  we gave up and asked for our check and left.  Since our waiter had not been by the table for some time at that point we had to go to the hostess station to make our request.  They seemed somewhat flustered by our decision to forego continuing to wait for the elusive Soufflé but we had been waiting close to an hour from the time the manager said he was putting in the order and we had other things to do. It would have been a more memorable meal had the restaurant simply apologized for the plastic and left it at that.  To promise something else and fail to deliver is not what one wants to remember about an otherwise delicious meal.",Good,Good,Bad
"I just had a business dinner for 14 at the Chart House this week and was less than thrilled.  The view is great and the facility is nice enough but certainly not fancy. However the service was not very attentive and the food was ok.
When I made the reservation I spoke with a manger and said I wanted us to be next to the window and was promised that this would be done. NOT. So we were seated on the second level where there is almost no room at all. Between my back and the rotating wall there was less than 2 feet and this is the path for all the service staff and all the customers.  At one time in the middle of our dinner everyone at the wall had to get up so a mom and her small stroller could get through.",Good,Good,Bad
As soon as we got off the elevator there was a funky smell and we should have taken that as a sign. We ordered hot tea because it was cold out. The tea arrived luke warm. The bread was literally bright yellow. We both ordered chicken francese which was overlooked and floating on a pool of oil. Although I was hungry it was too oily and overcooked to eat. The waiter was nice and reasonably attentive. Pricey for food that was marginal at best.,Bad,Bad,Good
"This restaurant has magnificent views of SA but not worth $100+. The appetizers and cocktails were amazing. However, the service is awful. The main course was barely warm. I wasn't provided any suggestions or anything since it was my first time visiting. I had one bite from my main course.  The server didn't even ask how was everything.  He brought the check and disappeared. I would suggest that anyone should pass the restaurant and go directly to the bar.",,Good,Bad
"My wife and I went to San Antonio for a small break from everyday life in Houston, and its only about a 3 1/2 hour drive, an easy trip for an escape. I made reservations at the Chart House before we left, for the first night in San Antonio, since my wife hadn't ever been there. I did warn her before we went that the food would be okay, but it was the ambiance/view that made it worth while, and I wasn't to far off. We got there a bit early for our reservation and decided to have a glass of wine and an appetizer at the lounge, and they have a nice Happy Hour. The only problem I noticed was the type of music they were playing, which was some form of Euro music, certainly not romantic and not fitting for a special occasion restaurant in the USA, don't know what Landry's is thinking. We decided to be seated for our dinner reservation and had a great table, which it appears all are excellent. I wasn't impressed at all with the wine list, which was heavily weighed with CA wines, and we decided on one of the few none CA wines, an Argentine malbec, which was good. Time to order dinner and the menu seemed ordinary, not a lot of imagination. I ordered the free range chicken and my wife ordered the salmon. Our food came and my chicken was good and my wife asked me to try her salmon, and my impression, I couldn't eat it, it was so salty, and just what she thought too. We told our waitress, but found out it would take at least 12 minutes to make her a new one, so she decided to eat everything else but the salmon. The restaurant manager came over and we told him as well the salmon was extremely salty and my wife just couldn't eat it. He said he would have a talk with the chef. He came back and said he tasted the salmon and agreed it was to salty to eat and took it off our bill. He did offer us a free dessert, but we passed and called it a night. Fortunately we did have an appetizer at the lounge before dinner, so my poor wife didn't starve. So the moral of the story, the Chart House is a great place to go for a view of San Antonio, but our recommendation would be to go to the lounge and have a drink or two with some appetizers and skip having dinner, until Landry's changes the music and makes the restaurant menu worthwhile.",Bad,Good,
We had a 12:45 reservation and didn't get out until 2:15 for lunch and we ordered as soon as we got there. The French Dip was loaded with fat. Waiter was the absolute worst. My water glass stayed empty after I finished it the first time. Manager came by to check on us and I kindly told her the food was taking forever... never saw her again.,Bad,,Bad
I will start with the positive.  The view is outstanding from 750' above the city.  And the service tried.  Other than that we experienced many of the same things others did.  A long walk back to the downtown area through a dark and sketchy park with NO police presence (kind of typical for SA it seems).  A Chart House signature dish (Ahi tuna) was out at 7 pm on a Sunday...that's a shame.  Both my and my wife's meals came out cold.  We questioned saying something when the manager came to ask if everything was to our liking fortunately we did but it didn't change much.  The Chilean Sea Bass I had was over encrusted and took away from the flavor of the fish.  My wife had a seafood trio of which she finished none of the proteins. we were seated next to a server station and I asked a specific question about the use of the station and was assured it was not utilized often.  Well this is where they sort silverware.  Quite bothersome.  Bottom line is that the better option is to take the elevator (the free one) to the bar and have a drink at 601 like we had the day before.  have an app and beverage and enjoy the view.  The restaurant is a weak attempt at fine dining.  It's just overpriced dining. Oh and like others have said...it is very very dark inside.,Bad,Good,Good
The food was average and overpriced.  The view made it tolerable. This would be a great place for dessert.,Bad,Good,
"My boyfriend and I enjoyed the view when we ate here for lunch on my birthday.  The restaurant is inside the tower of the Americas and overlooks the city of San Antonio while slowly rotating, giving you a full view.  The food was OK, and way overpriced, no lunch menu option.  The fondu was delicious but seemed microwaved.  I ordered the quail as my entree, with an oversized side of creamed spinach that also looked microwaved.  The quail was smothered in a BBQ sauce and tasted good however it was plated on top of wilted lettuce.  They baked us a lava cake fresh, it was topped with ice cream and chocolate sauce; it was very rich and tasty.  Our server wished me a happy birthday and was friendly but they only refilled my tea once.  The lack of presence by the server led me to refill my cup on my own at one point.  Overall it was nice because of the view, but I won't go back here to eat.  Way overpriced.",,Good,Good
"As you ride the elusive elevator up the tower, a recording warns that a memorable experience awaits.  If we'd known how memorable it would truly be, we would've turned around immediately.  


First let me say that I always reference TripAdvisor before making a reservation and wish I had this time.  We have a Chart House in Colorado that we love and we're also Landry's members so I did not expect such a difference from location to location.  We were a party of five, with a reservation.  After waiting 10+ minutes for the lone elevator, we checked in a second time at the restaurant.  Party after party was seated and after 15 minutes or so, we asked for the status.  We were almost immediately seated at a long table, where we sat side by side.  Yes, we were able to enjoy the view but conversing with each other proved to be difficult and awkward due to the table configuration.   Sadly, things did not improve from here.  Our waitress was difficult to find, welcoming us after we'd been waiting quite awhile.  They were out of the appetizer we requested, placed onions on my salad though I'd asked for those to be held, then insisted (even though you could clearly see all of the red onions in the salad) that ""unfortunately our dressing has a strong onion flavor"", and any request took a very long time to deliver (more horseradish, etc).  We were also put out that, as we ate our salad/soup course, bread was not offered.  As we enjoyed the smells of bread from the tables next to ours, we finally flagged down our waitress to ask and were told that bread is ""by request only"".  Why would a restaurant in this price range not automatically offer bread?


After a not very satisfying dining experience we were told that we could further view the city from the observation deck.  We decided to take a look and after a walk around, we wanted to be on our way as our toddler was fussy and ready for bed.  The elevator took ages to arrive.  Seriously, ages.  And, we were told that there was only room to accommodate four of the five of us.  The elevator attendant held the elevator and demanded that someone get off before she could proceed.  Our baby was upset and there stood a Chart House employee, uniform and all.  If she were my employee, I would've been very upset had she not stepped off to allow customers with an upset child to ride.  But this is the general feel of the place and of the staff so we weren't surprised.  We then asked if we could just take the steps and were told that we could not and would have to wait on the elevator to return once again.  So, there we were, waiting and waiting once again.  


I've been to revolving ""top of the tower"" restaurants in St. Louis and Atlanta and have always had positive experiences and never had such trouble arriving and departing.  The tower is disappointing as is the restaurant.  Would not recommend to anyone and Landry's/Chart House should be ashamed.",,Bad,Bad
"The view was the best part of the Chart House.  The food was good but not hot even though we weren't even halfway through our salads before the server announced our entree ""was ready"" and she removed the half eaten salads without even asking to bring the entrees.  We were given our salads back on smaller plates so they could ""fit on the table"" along with the entrees which clearly had already been waiting to be brought to the table.  The food was barely warm.  Our waiter asked four times if we wanted one of the specialty deserts because they had to be prepared in advance.  We had told him no thanks at his first request but he persisted.  He also recommended the most expensive appetizer and entree and tried to interest us in a membership card for the restaurant group even after we explained that only one of the restaurants in the chain was available locally.  He behaved more like a high pressure salesperson than a waiter and it nearly ruined a meal already pretty much destroyed by a rude and unprofessional server. 


The Tower of the Americas where the Chart House sits is a remnant of the 1968 worlds fair.   The rest of the remnants comprise Hemisphere park.  It's a collection of boarded up buildings in what looks like the bad part of town but that pretty much describes the whole of San Antonio with the exception of a portion of the Riverwalk choked with TexMex, baroque and pseudo Italian restaurants, none of which were any better than palatable.  Skip the entire city if you can.",Bad,Good,Bad
"The view at the Chart House is great but the meal was not a great experience.


I think the menu has a lot of potential at The Chart House but it seems like most of the restaruants I have been to that are at the top of a rotating building struggle in terms of the service and the meal.  Maybe it is the logistics, tight space or difficulty in filling seats but something seems to plague most of these styles of restaruants.


The issues began with the elevator ride up.  Our business group of 8 was split into three groups in order to make it to the top.  It seemed like there was only one elevator running and it was shared with people going to the observation deck and the restaurant/bar.  This was pretty crazy that it took three trips to get our group to the top.


Once up there the view is great but after that things went down hill.  There is an issue with the air handling where there is cold air blasting on you all night (at least where we were sitting on the upper deck).  We complained and they said they would turn it down but we did not notice any difference for the 2 hours we were there.  The waiter was delayed in getting to us but wait staff did take our drink orders (they seemed short staffed in general).  When the drinks came they gave several mixed drinks to the wrong people so they had to switch drinks.  We ordered appetizers and they took a while to come but they were good (shirimp cocktail the hummus and chips).  The salads and soups took about 20 minutes to arrive after the appetizers and then dinner was another 15 after that so there was no flow to the meal.  Desserts took anoter 15 after we finihsed dinner.  The main courses for several people had issues.  One steak was over-cooked, parts of several meals (green beans, potatoes) were cold and my Tuna steak was only mildly warm and a little dried out.  It just seemed like they struggled to keep up on all fronts and the restaruant was less than 1/2 full.  The wait staff seemed to be working hard but they were inexperienced and maybe that is the issue for the entire restaruant.  They did have a manager come around at the end and ask how it was and we probably should have laid out our issues but at that point the group was ready to get out from the cold air so we just paid and left.  As I mentioned at the beginning, the menu has a lot of good options and I think with some work on timing, service and food temperature the Char House could be good but on the night we went, it did not go well",Bad,Good,Bad
"The Chart House was just OK, and for the price I expected better.


The food:  I ordered the pear and saga blue cheese salad, but  they forgot the cheese.  They did eventually bring me some after I pointed out the omission.  My husband's Chilean Sea Bass Beurre Noisette, (from the Fall menu,) was OK, but rather flavorless.  I had the Autumn Spiced Scallops, (also from the Fall menu.)  The scallops themselves were OK, but the sauce and red cabbage were too sweet, and tasted too much like apple or pumpkin pie spices.


Atmosphere:  We arrived just after dark.  You can see city lights, but an after dark view isn't that great.  The restaurant is very poorly lit, and it's really hard to read the menu.  I had to take the electric votive candle out so I could read, and I saw several other tables doing the same.


Rather than eat here for your special dinner, why not take the ride to the observation deck before dark, then go somewhere else to eat?",,Bad,
"Stopped in on 10/25/13 for drinks and dessert--it was our anniversary and wanted to end our evening with a special treat.  Was rudely told at the hostess stand that with no reservations, it would be a 30-min wait for a table in the revolving restaurant.  Okay, we get that, but how about offering a viable alternative?  We went up to the bar/lounge area ourselves and finally got some attention from the bartender.  Terrible service and had to wait an unbelievable amount of time for the 2 desserts we ordered; there was an error in the kitchen and one dessert was not prepared to come out with the other one.  No apologies, and we seemed liked such a bother for the the bartender--and why was he serving us at a table and not one of the MULTIPLE servers running around the lounge (with only 3-4 tables occupied, the staff was tripping over themselves).  Not happy with the service and ended up being an expensive downer for our evening.",,,Bad
Well the view is the best in town but after that we had a number of Bads. Were delighted to find they were part of the Landry's group. Took FOREVER just to order a drink and have it brought to us. We decided we had better go ahead and order rather than wait. Again forever to have our food delivered. Steak was tasty but not even close to being at correct trmp.. Was barely warm.  From the time we gave the waiter our credit card until he returned it was 25 minutes. We had started timing him by this point because it was comical.  This was  during the week and  they were not busy.  I hope if we ever return corrections have been made because the venue is wonderful.,,Good,Bad
"Took my newly minted Airman for lunch here expecting it would be a memorable meal.
Unfortunately, other than the amazing 360 degrees view of San Antonio, the food was average at best and the service was slow.
We ordered 2 appetizers Humus (skip it) and Fried Calamari (pretty good).
For main courses, we ordered steak, Medium, and it was well done at best; since it took so long to get to the table my son didn't want to wait any longer for his meal. We also ordered the Seafood platter and while it was good, the Mash Potatoes were Stone Cold and un-edible; so bad that we actually received a credit on the check.
I've been to many Chart House restaurant Miami, San Juan, Maui and while pricey I always had a great meal..Maybe the kitchen staff as having a bad day.",Bad,Good,Bad
My plate was dirty and it was not from my food. The service was atrocious and could not count our change correctly. Food was served cold. Waiter was rude. It was hot in the restaurant. We had to wait a really long time to get an elevator down. I will not go back.,Bad,Bad,Bad
Service was hurried and inattentive. We hadn't finished our salad when the entrees arrived. We had ordered dessert and our server forgot so we had to wait another 30 minutes for the lava cake. At least we got to see the sunset.,,Good,Bad
"We go to the Tower restaurant once a year because it's a family tradition, but tonight's visit left these locals utterly unimpressed!


Two children's meals, one adult entree (the fried fish/seafood combo with 4 shrimp, 2 inedible and mushy fish blobs, one soggy frozen breaded lobster tail, a couple calimari and limp fries), one iced tea and a single dessert cost more than $72-- and that was before the tip!?


The server was pleasant but had to be asked to refill the iced tea more than once. 


The restaurant windows (presumably the real draw here, since the scenery obviously outranks the food) were badly smeared (on the inside!?) and the vent next to our table was noisy and rattled badly throughout the meal. 


There's ample reason that this restaurant is no more popular than it is, and why more locals don't frequent the place! Go once if you must, to say that you did--but then save your dining out budget for the many more-deserving, far better and less tourist-exploiting restaurants San Antonio has to offer!",Bad,Bad,Good
"My husband and I ate here for our 5 year anniversary. The view is always beautiful; if it weren't for that, I would have given it one or two stars. It's been a few years since we were last here and in my opinion, it's going downhill. Please keep in mind that for my review, the restaurant was not crowded while we were there. After being seated, it was at least 10 minutes before we were acknowledged and drink orders were taken. It was another 10 minutes before we got our drink order of plain ice water. We saw our waiter maybe twice as other servers delivered the food and drinks. Our waiter never came back to check and see if we needed anything. Our bill was over $100 for two people and I expect much better service than that for the price. I can overlook a lot but at the end of a romantic dinner when the waiter returned with the check, we were given a very awkward credit card sales pitch for 5 minutes. What a joke! I think next time we have something important to celebrate, we'll go elsewhere.",,Good,Bad
"Was looking forward to dinner here as the restaurant is in a rotating needle sort of thing.  The views were very nice, our table was good but the meal was average at best and the service was annoying.  If you want to eat your meal and have your conversation interrupted continually by a 12 year looking waiter then this is the place for you.  I will never understand why staff isn't trained to read a social situation.  This isn't take out so why are you hovering over us while we DINE?


I've eaten in at least three other Chart Houses on the east coast over the years and this was by far the worst in terms of service, value and quality of food.  We ordered an appetizer and a bottle of wine.  The calamari was grossly over breaded and tasteless.  It might have been warm when served but by the time junior was done figuring out how to open the bottle of wine they were stone cold and had to be sent back.


The menu selections were more limited than I remember from previous experiences at other Chart House's and the combinations were not to my tastes.  After being interrupted at least three more times about ""are we ready to order"" (he didn't get the hint when I said I'd make eye contact when we were ready), we finally ordered the New Wave or New Age Surf and Turf.  The beef brisket as good but I requested light on the sauce and it was smothered in sauce.  I ordered scallops as the surf and there was an anemic looking piece of salmon on my plate!  Had to send it back.  When I finally got my scallops they were small and tasteless, poorly prepared and served.  I had an order of asparagus with my dinner, thinking, ""it's spring it should be fresh and yummy.""  Wrong, it was over cooked and tasteless as well, like something you'd get at a smorgasbord or Old Country Buffet.  Very disappointing.  


My days of going to a Chart House are over.  I won't spend the kind of money I did and be served the poor quality and tasteless food we had last night.  There are too many other options out there.  Bon Voyage Chart House.",Bad,Good,Bad
"My spouse and I went to the Chart House Restaurant this past Monday for Happy Hour.  We sat at a table adjacent to the bar and clearly within eyesight of the servers and bar-tenders.  When we arrived we sat ourselves as virtually no one else was in the establishment.  We were give the bar menu and left to sit for nearly 10 minutes prior to me determining that if anyone was going to serve us, I would need flag someone down.  Someone took our order and we sat for another 10-15 minutes before I had to flag someone down again to get our glasses of wine.  We had appetizers that were good, but needed to continuously needed to find a server if we wanted another glass of wine or any other type of service.  The happy hour prices and view are good, but understand that this is clearly a tourist restaurant/bar with servers that believe it is the customers priviledge to be there.",Good,Good,Bad
"Location is great. Views are fantastic. The revolving restaurant takes 1:15 hours to make a full turn so if you are unlucky and seated on the wrong side, you might not even see downtown (which is the only cool thing to see from up there). The waiters were great. The hostess took forever to give out tables and the restaurant was all empty..",,Good,
"We went up for lunch but they do not serve lunch on Saturdays.  We both got the platter which consisted of calamari, tempura lobster, battered fish and french fries and it was very over priced.  The lobster was greasy and the batter heavy.  So disappointing.  If not for the view this would have been the worst part of our visit to San Antonio.",Bad,Good,
"My wife and I celebrated our 25th anniversary this weekend in downtown San Antonio, and were looking for a good seafood restaurant with atmosphere. We have eaten at other Chart House's across the country and never been disappointed, and having dinner in a revolving restaurant at the top of the Tower of the Americas seemed to fit the bill. 
Unfortunately, the food was atrocious. We ordered stuffed mushrooms for an appetizer, and neither one of us have ever eaten a stuffed mushroom we didn't like until last night. The stuffing was runny and fishy and frankly inedible. We ordered the chopped salad because it sounded so good on the menu, but when it arrived it looked like someone had regurgitated it onto the plate, and tasted like three day old salad, terrible. My wife ordered a salmon and shrimp scampi dish that was also inedible and I ordered the stuffed (mistake) flounder. Although the flounder was okay, the stuffing, again soupy and fishy, ruined the dish completely.
Our waiter, Ace, was outstanding to the point of wonderful. The wine was good. The view is spectacular, and the atmosphere with good. However, it was a little scary walking to the tower from our hotel on the river.
This place will stay open if only because of the Chart House's reputation and the spectacular setting, but they had better get a new chef, pronto. Oh, and the prices were far from cheap.",Bad,Good,Good
"I don't know if it was an off night as the waiter suggested, but the restaurant that has the best views of San Antonio sitting atop a revolving tower high above the city, had the WORST food and evidently management, that I have experienced in that price range EVER!


The calamari was soggy and fishy tasting.  The sea bass ran out before our dinner was served, but we weren't informed of this until about 30-45 minutes AFTER our order for it was placed.  The shrimp dinner wouldn't beat your grocer's freezer's best brand of pre-cooked, ready to heat box meals.  They didn't even comp the chocolate lava cake after our voicing complaints.


I would recommend going for drinks at the bar and enjoying the view before dinner elsewhere when you visit San Antonio.",Bad,Good,Bad
"It took 3 hours for a dinner that arrived basically cold and bland.  Would not advise anyone to come here for dinner with so,many other places that are actually really good.  Just go to bar for a dink and view.  Just do happy hour but beware here.  I ordered a drink 10 minutes brfore happy hour ended and it came 15 minutes later and had to fight to gete HH price.",Bad,Good,Bad
"We enjoyed our meal at chart house because of our awesome table and view and our waiter was so great. However, our food was just ok. Not bad but not out of this world.",,Good,Good
"The view was fantastic HOWEVER a restaurant is about the service and the food and both were lacking.  I felt like we had been pushed back to the 80s as the waiter was all about upselling us  rather than making sure we had a Good.  I had a modern day surf and turf, the short ribs reminded me of an overcooked pot roast (though the glaze was nice) and the scallops were cold.  No one returned to our table from the time the dinner was placed in front of us until the plates were ready to be removed.  When I told the waiter that the scallops were cold, he asked if I wanted another order..when I said no, I had already eaten the cold ones...that was the end of that.  My husbands flounder was rather luke warm as well.  It took a long time to get the food, so I suspect it was sitting there for a while.  We ordered the souffle prior to our dinner, when it came - it too was disappointing tasting like wet egg whites, it had no flavour and was far too wet inside.
I was asked when I made the reservation if we were celebrating something special, so I shared that it was my husbands birthday.  I'm not sure why they asked as it wasn't mentioned during our stay.
Near the end of our experience, a fire alarm went off.  Not a pleasant feeling when you are over 70 stories in the air.  The watier said not to worry, it happens all the time.  Ok?  
We have lived in Europe for the past several years and my husband wasn't familiar with the brand, before going I told him I had been to Chart House years ago when I lived in Florida and it was a top of the line restaurant.  Apparently things have changed.  I am happy to pay for great food and service, unfortunately the price/value relationship was out of wack here.
I will end as I started, the view was spectacular.  The restaurant experience got in the way however.",Bad,Bad,Bad
"The restaurant was sorta dark.  Then when the room rotated to a light we could see.  Our server, Chris was Outstanding .  The food is pricey and not really worth the price but again guess you are also paying for the view.  Meal includes free tour of observation deck.  But if you drink at the bar and to not have dinner there, you must pay to visit observation deck.  The prices of drinks, you would think they would not charge to go to observation deck.",Bad,Good,Good
"Service: 2
Food Execution: 3
Atmosphere: 4
Cleanliness: 4
3.25 Stars
We decided to go to the bar for Happy Hour.  The Bar is located just above the Restaurant.  The best thing about the whole visit was being able to go up the towers for free.  The view is - of course - spectacular.  If you go just before sunset, you will be able to enjoy the view during day light and at night.
The bar was busy upon our arrival, so we decided to sit at one of the comfortable tables.  After 15 minutes of waiting and not being greeted by a server, we saw that there were two seats available at the bar.  It took 12 minutes for the bartender to notice us, but when he did, he was super apologetic and nice.  He immediately took our order and poured our drinks.  The glassware from the previous customers were not cleared during our entire visit.  
Happy Hour consists of a special menu of select appetizers, cocktails, beer and wine.  The drink prices are between $3 and $7.  The Pomegranate Mojito and Margarita were nothing spectacular in flavor.  
There is also a special Appetizer menu.  We ordered the Hummus Trio served with pita and plantain chips, the Steamed Mussels with garlic, tomatoes and white wine and the Ahi Nachos served atop fried wontons with pickled ginger and wasabi cream.  The Hummus Trio was delicious.  The fried plantains added a nice touch.  The steamed mussels were salty and fishy.  Okay, I know that mussels taste a bit fishy, but this was a little too much for my taste.  The raw Ahi was served at room temperature and the fried Wontons were a bit soggy, almost as if the dish had been pre-prepped.  Now I do understand that this is a happy hour menu, but I would hope that a chef takes even this small menu serious as a representation of his skills.
Our bartender was very sweet and attentive, making up for our initial wait, and maybe even for the glassware that was never cleared.  He did have a busser, but it was obvious that the busser wasn't doing much of anything.  We sat next to the server drink pick up area and unfortunately noticed a lot of arguing between employees/servers.  
Perhaps the biggest put off was that accept for the bartender we were never acknowledged by any other employees rushing right past us.  The employees seemed unhappy and frazzeled.  
Would we go back? Yes, most certainly for the view.  Maybe even to give them another chance.",,Good,Bad
"We're locals and were on a Birthday Weekend in Downtown SA.  We thought we'd be safe going to a tourist restaurant that was also a Chart House as we've had several great meals with wonderful service in other Chart House locations.


At the base of the Tower, the hostess could not operate the touch panel controlled reservation screen and after many, many minutes of trying, finally asked for help.  That level of competence carried through the balance of the evening.


The view was great but the server was quite inexperienced though friendly.  The salads were mediocre at best and my Medallions and Shrimp were cold and the shells were impossible to remove from the shrimp.  I was forced to peel them by hand which would normally be embarrassing except the overall experience was par with an eat-with-your-hands type of restaurant.


At least it was expensive… LOL!",Bad,,Bad
